159
   11.000000000    1113.051979041       0.551406955	6.720600
   13.032000000     716.527157440       0.616794784	6.699462
   13.037000000    1794.608602790       0.616946408	6.699410
   15.197000000    1186.111888635       0.676852920	6.676986
   15.202000000    1647.438055990       0.676977356	6.676935
   15.858000000    1489.641258965       0.693680624	6.670243
   15.864000000    1720.630627335       0.693806962	6.670192
   21.000000000     838.087855141       0.801295743	6.618400
   31.000000000     299.985569137       0.945196763	6.523000
   41.000000000     141.708285639       1.030217414	6.433400
   51.000000000      78.410172894       1.079495616	6.347700
   61.000000000      48.075521210       1.106801445	6.265400
   71.000000000      31.693735971       1.120895657	6.189400
   81.000000000      22.072271963       1.126476802	6.114050
   88.001000000      17.564225289       1.126872393	6.065390
   88.006000000      83.091933157       1.126871886	6.065355
   91.000000000      76.110246133       1.126366277	6.044550
  101.000000000      57.917439060       1.122376205	5.975900
  111.000000000      45.266478032       1.115673994	5.914900
  121.000000000      36.150623405       1.107098857	5.853900
  131.000000000      29.383983538       1.097244011	5.792900
  141.000000000      24.236690517       1.086528557	5.731900
  151.000000000      20.240037388       1.075254557	5.671860
  161.000000000      17.084465465       1.063641963	5.620460
  171.000000000      14.561234037       1.051856181	5.569060
  181.000000000      12.520986685       1.040018139	5.517660
  191.000000000      10.854359723       1.028217305	5.466260
  201.000000000       9.479957160       1.016517609	5.415860
  211.000000000       8.336532954       1.004967592	5.374460
  221.000000000       7.377008581       0.993603193	5.333060
  231.000000000       6.565406421       0.982451050	5.291660
  241.000000000       5.873902181       0.971528498	5.250260
  251.000000000       5.280763229       0.960847377	5.208860
  261.000000000       4.768836245       0.950414198	5.167460
  271.000000000       4.324455674       0.940232259	5.126060
  281.000000000       3.936652876       0.930301729	5.084660
  291.000000000       3.596542534       0.920621339	5.043260
  301.000000000       3.296873445       0.911187454	5.002760
  311.000000000       3.031686210       0.901995168	4.970360
  321.000000000       2.796083384       0.893037717	4.937960
  331.000000000       2.585966821       0.884307151	4.905560
  341.000000000       2.397908801       0.875795437	4.873160
  351.000000000       2.229031269       0.867495557	4.840760
  361.000000000       2.076898950       0.859400067	4.808360
  371.000000000       1.939433426       0.851501697	4.775960
  381.000000000       1.814874581       0.843793849	4.743560
  391.000000000       1.701699753       0.836269421	4.711160
  401.000000000       1.598608856       0.828922831	4.679350
  411.000000000       1.504465853       0.821746215	4.652850
  421.000000000       1.418296821       0.814733399	4.626350
  431.000000000       1.339241575       0.807876520	4.599850
  441.000000000       1.266558739       0.801169235	4.573350
  451.000000000       1.199597172       0.794605539	4.546850
  461.000000000       1.137781414       0.788179260	4.520350
  471.000000000       1.080609071       0.781885071	4.493850
  481.000000000       1.027636941       0.775717727	4.467350
  491.000000000       0.978473155       0.769673001	4.440850
  501.000000000       0.932766518       0.763745735	4.414545
