151
   11.000000000     437.344673226       0.366645673	6.720600
   21.000000000      74.474345883       0.467111750	6.618400
   31.000000000      24.479853706       0.504962720	6.523000
   41.000000000      10.812193416       0.518879109	6.433400
   51.000000000       5.657993804       0.521739341	6.347700
   61.000000000       3.308241080       0.519037276	6.265400
   71.000000000       2.092360505       0.513619646	6.189400
   81.000000000       1.403163334       0.506778622	6.114050
   91.000000000       0.984658897       0.499201370	6.044550
  101.000000000       0.716445851       0.491293022	5.975900
  111.000000000       0.536944829       0.483292802	5.914900
  121.000000000       0.412485914       0.475338518	5.853900
  131.000000000       0.323588117       0.467512765	5.792900
  141.000000000       0.258461795       0.459865320	5.731900
  151.000000000       0.209695520       0.452424859	5.671860
  161.000000000       0.172478987       0.445209740	5.620460
  171.000000000       0.143600205       0.438236288	5.569060
  181.000000000       0.120857830       0.431512299	5.517660
  191.000000000       0.102710729       0.425039280	5.466260
  201.000000000       0.088056657       0.418813499	5.415860
  211.000000000       0.076096089       0.412827494	5.374460
  221.000000000       0.066238087       0.407067433	5.333060
  231.000000000       0.058040694       0.401520037	5.291660
  241.000000000       0.051168447       0.396172901	5.250260
  251.000000000       0.045363772       0.391014254	5.208860
  261.000000000       0.040426782       0.386033504	5.167460
  271.000000000       0.036200682       0.381220469	5.126060
  281.000000000       0.032561569       0.376566178	5.084660
  291.000000000       0.029410489       0.372061904	5.043260
  301.000000000       0.026667819       0.367699717	5.002760
  311.000000000       0.024268999       0.363472592	4.970360
  321.000000000       0.022161614       0.359375289	4.937960
  331.000000000       0.020302344       0.355402702	4.905560
  341.000000000       0.018655425       0.351549728	4.873160
  351.000000000       0.017191138       0.347811702	4.840760
  361.000000000       0.015884644       0.344183987	4.808360
  371.000000000       0.014714957       0.340662028	4.775960
  381.000000000       0.013664490       0.337241763	4.743560
  391.000000000       0.012718191       0.333918912	4.711160
  401.000000000       0.011863333       0.330689661	4.679350
  411.000000000       0.011088924       0.327549838	4.652850
  421.000000000       0.010385701       0.324495108	4.626350
  431.000000000       0.009745549       0.321520778	4.599850
  441.000000000       0.009161509       0.318623090	4.573350
  451.000000000       0.008627504       0.315798174	4.546850
  461.000000000       0.008138195       0.313042463	4.520350
  471.000000000       0.007688946       0.310352774	4.493850
  481.000000000       0.007275692       0.307726170	4.467350
  491.000000000       0.006894853       0.305159908	4.440850
  501.000000000       0.006543249       0.302651299	4.414545
  511.000000000       0.006218028       0.300197817	4.390000
  521.000000000       0.005916594       0.297797763	4.194000
  531.000000000       0.005636630       0.295449515	4.194000
  541.000000000       0.005376072       0.293151073	4.194000
  551.000000000       0.005133142       0.290901007	4.194000
  561.000000000       0.004906225       0.288697728	4.194000
  571.000000000       0.004693921       0.286539836	4.194000
  581.000000000       0.004494949       0.284425738	4.194000
  591.000000000       0.004308182       0.282354009	4.194000
  601.000000000       0.004132635       0.280323742	4.194000
  611.000000000       0.003967405       0.278333209	4.194000
  621.000000000       0.003811805       0.276381285	4.194000
  631.000000000       0.003665205       0.274466652	4.194000
  641.000000000       0.003527022       0.272588076	4.194000
  651.000000000       0.003396700       0.270744377	4.194000
  661.000000000       0.003273729       0.268934457	4.194000
  671.000000000       0.003157640       0.267157247	4.194000
  681.000000000       0.003048000       0.265411812	4.194000
  691.000000000       0.002944383       0.263697001	4.194000
  701.000000000       0.002846422       0.262011991	4.194000
  711.000000000       0.002753755       0.260355847	4.194000
  721.000000000       0.002666060       0.258727885	4.194000
  731.000000000       0.002583029       0.257127145	4.194000
  741.000000000       0.002504373       0.255552884	4.194000
  751.000000000       0.002429828       0.254004307	4.194000
  761.000000000       0.002359144       0.252480647	4.194000
  771.000000000       0.002292099       0.250981353	4.194000
  781.000000000       0.002228472       0.249505686	4.194000
  791.000000000       0.002168070       0.248053151	4.194000
  801.000000000       0.002110696       0.246622816	4.194000
  811.000000000       0.002056155       0.245214323	4.194000
  821.000000000       0.002004178       0.243827124	4.194000
  831.000000000       0.001954503       0.242460478	4.194000
  841.000000000       0.001906908       0.241113918	4.194000
  851.000000000       0.001861192       0.239786951	4.194000
  861.000000000       0.001817169       0.238478918	4.194000
  871.000000000       0.001774683       0.237189517	4.194000
  881.000000000       0.001733584       0.235917980	4.194000
  891.000000000       0.001693752       0.234664224	4.194000
  901.000000000       0.001655068       0.233427563	4.194000
  911.000000000       0.001617433       0.232207641	4.194000
  921.000000000       0.001580756       0.231004101	4.194000
  931.000000000       0.001544954       0.229816463	4.194000
  941.000000000       0.001509958       0.228644384	4.194000
  951.000000000       0.001475705       0.227487562	4.194000
  961.000000000       0.001442135       0.226345461	4.194000
  971.000000000       0.001409206       0.225218028	4.194000
  981.000000000       0.001376866       0.224104643	4.194000
  991.000000000       0.001345082       0.223005103	4.194000
 1001.000000000       0.001313821       0.221919132	4.194000
 1011.000000000       0.001283194       0.220846470	4.194000
 1021.000000000       0.001253695       0.219786938	4.194000
 1031.000000000       0.001225748       0.218740440	4.194000
 1041.000000000       0.001199345       0.217706756	4.194000
 1051.000000000       0.001174352       0.216685517	4.194000
