78
1.00000000e+00 3.33684000e+04 3.37962000e-02 4.19740000e+00
1.10300000e+00 2.71653000e+04 3.97141000e-02 4.22341101e+00
1.21700000e+00 2.60958000e+04 4.66302000e-02 4.25219990e+00
1.21700000e+00 2.60958000e+04 4.66302000e-02 4.25219990e+00
1.21700000e+00 2.60958000e+04 4.66302000e-02 4.25219990e+00
1.23200000e+00 2.59532000e+04 4.75571000e-02 4.25598792e+00
1.24800000e+00 2.79496000e+04 4.85553000e-02 4.26002846e+00
1.24800000e+00 2.79496000e+04 4.85553000e-02 4.26002846e+00
1.24800000e+00 2.79496000e+04 4.85553000e-02 4.26002846e+00
1.32800000e+00 2.48837000e+04 5.36176000e-02 4.28023119e+00
1.41400000e+00 2.21030000e+04 5.91790000e-02 4.30194912e+00
1.41400000e+00 2.21030000e+04 5.91790000e-02 4.30194912e+00
1.50000000e+00 2.02492000e+04 6.47404000e-02 4.32366706e+00
2.00000000e+00 1.05524000e+04 9.76810000e-02 4.44993412e+00
2.58000000e+00 1.06237000e+04 1.35470000e-01 4.59640391e+00
2.58000000e+00 1.06237000e+04 1.35470000e-01 4.59640391e+00
2.58000000e+00 1.06237000e+04 1.35470000e-01 4.59640391e+00
2.63300000e+00 1.06950000e+04 1.39035000e-01 4.60978821e+00
2.68800000e+00 1.41887000e+04 1.42600000e-01 4.62367759e+00
2.68800000e+00 1.41887000e+04 1.42600000e-01 4.62367759e+00
2.68800000e+00 1.41887000e+04 1.42600000e-01 4.62367759e+00
3.00000000e+00 1.11941000e+04 1.61851000e-01 4.70246824e+00
3.17700000e+00 1.09802000e+04 1.72546000e-01 4.74716677e+00
3.17700000e+00 1.09802000e+04 1.72546000e-01 4.74716677e+00
3.17700000e+00 1.09802000e+04 1.72546000e-01 4.74716677e+00
3.42700000e+00 9.12640000e+03 1.87519000e-01 4.81030030e+00
3.69600000e+00 7.55780000e+03 2.02492000e-01 4.87823198e+00
3.69600000e+00 7.55780000e+03 2.02492000e-01 4.87823198e+00
3.69600000e+00 7.55780000e+03 2.02492000e-01 4.87823198e+00
3.84500000e+00 7.20130000e+03 2.10335000e-01 4.91585956e+00
3.99900000e+00 6.55960000e+03 2.18891000e-01 4.95474982e+00
3.99900000e+00 6.55960000e+03 2.18891000e-01 4.95474982e+00
3.99900000e+00 6.55960000e+03 2.18891000e-01 4.95474982e+00
4.00000000e+00 6.81628000e+03 2.19604000e-01 4.95500235e+00
5.00000000e+00 3.94289000e+03 2.69514000e-01 5.20753647e+00
6.00000000e+00 2.50263000e+03 3.13720000e-01 5.46007059e+00
8.00000000e+00 1.20497000e+03 3.88585000e-01 5.96513882e+00
1.00000000e+01 6.76637000e+02 4.48477000e-01 6.47020706e+00
1.11000000e+01 5.15499000e+02 4.76997000e-01 6.72173729e+00
1.11000000e+01 5.15499000e+02 4.76997000e-01 6.72173729e+00
1.11000000e+01 5.15499000e+02 4.76997000e-01 6.72173729e+00
1.34000000e+01 4.47051000e+02 5.26907000e-01 6.69864800e+00
1.34200000e+01 8.84120000e+02 5.26907000e-01 6.69844722e+00
1.34200000e+01 8.84120000e+02 5.26907000e-01 6.69844722e+00
1.34200000e+01 8.84120000e+02 5.26907000e-01 6.69844722e+00
1.50000000e+01 6.53108000e+02 5.56853000e-01 6.68258588e+00
1.57000000e+01 5.77530000e+02 5.68261000e-01 6.67555871e+00
1.57100000e+01 5.76817000e+02 5.68261000e-01 6.67545832e+00
1.57100000e+01 5.76817000e+02 5.68261000e-01 6.67545832e+00
1.60500000e+01 7.27260000e+02 5.73965000e-01 6.67204512e+00
1.63900000e+01 7.84300000e+02 5.78956000e-01 6.66863192e+00
1.63900000e+01 7.84300000e+02 5.78956000e-01 6.66863192e+00
1.63900000e+01 7.84300000e+02 5.78956000e-01 6.66863192e+00
1.64000000e+01 7.77170000e+02 5.78956000e-01 6.66853153e+00
