95
1.00000000e+00 5.20000000e+03 3.59000000e-03 4.19740000e+00
1.25000000e+00 3.35000000e+03 5.06000000e-03 4.26053353e+00
1.50000000e+00 2.34000000e+03 6.60000000e-03 4.32366706e+00
1.75000000e+00 1.69000000e+03 8.13000000e-03 4.38680059e+00
2.00000000e+00 1.27000000e+03 9.62000000e-03 4.44993412e+00
2.24200000e+00 9.90000000e+02 1.10000000e-02 4.51104737e+00
2.48400000e+00 1.38000000e+03 1.24000000e-02 4.57216063e+00
2.48400000e+00 1.38000000e+03 1.24000000e-02 4.57216063e+00
2.48400000e+00 1.38000000e+03 1.24000000e-02 4.57216063e+00
2.50900000e+00 1.51000000e+03 1.25000000e-02 4.57847398e+00
2.53400000e+00 1.63000000e+03 1.27000000e-02 4.58478734e+00
2.56000000e+00 1.78000000e+03 1.28000000e-02 4.59135322e+00
2.58600000e+00 2.44000000e+03 1.30000000e-02 4.59791911e+00
2.58600000e+00 2.44000000e+03 1.30000000e-02 4.59791911e+00
2.58600000e+00 2.44000000e+03 1.30000000e-02 4.59791911e+00
2.79300000e+00 2.17000000e+03 1.41000000e-02 4.65019367e+00
3.00000000e+00 1.95000000e+03 1.52000000e-02 4.70246824e+00
3.03300000e+00 1.90000000e+03 1.54000000e-02 4.71080186e+00
3.06600000e+00 1.85000000e+03 1.56000000e-02 4.71913549e+00
3.06600000e+00 1.85000000e+03 1.56000000e-02 4.71913549e+00
3.18300000e+00 1.95000000e+03 1.62000000e-02 4.74868198e+00
3.30100000e+00 1.78000000e+03 1.68000000e-02 4.77848100e+00
3.42700000e+00 1.63000000e+03 1.75000000e-02 4.81030030e+00
3.55400000e+00 1.49000000e+03 1.81000000e-02 4.84237214e+00
3.55400000e+00 1.49000000e+03 1.81000000e-02 4.84237214e+00
3.62700000e+00 1.50000000e+03 1.85000000e-02 4.86080713e+00
3.69900000e+00 1.43000000e+03 1.89000000e-02 4.87898958e+00
3.77500000e+00 1.36000000e+03 1.92000000e-02 4.89818218e+00
3.85100000e+00 1.36000000e+03 1.96000000e-02 4.91737477e+00
3.85100000e+00 1.36000000e+03 1.96000000e-02 4.91737477e+00
3.85100000e+00 1.36000000e+03 1.96000000e-02 4.91737477e+00
3.92500000e+00 1.30000000e+03 2.00000000e-02 4.93606229e+00
4.00000000e+00 1.24000000e+03 2.04000000e-02 4.95500235e+00
4.50000000e+00 9.33000000e+02 2.28000000e-02 5.08126941e+00
