151
   11.000000000       3.657211825       0.158780253	6.720600
   21.000000000       0.463777104       0.178028020	6.618400
   31.000000000       0.130709564       0.182707725	6.523000
   41.000000000       0.052276014       0.182243021	6.433400
   51.000000000       0.025479628       0.179696281	6.347700
   61.000000000       0.014107592       0.176356293	6.265400
   71.000000000       0.008543290       0.172724128	6.189400
   81.000000000       0.005527962       0.169049631	6.114050
   91.000000000       0.003763872       0.165452123	6.044550
  101.000000000       0.002668644       0.161979976	5.975900
  111.000000000       0.001955551       0.158652810	5.914900
  121.000000000       0.001472832       0.155476142	5.853900
  131.000000000       0.001135243       0.152448321	5.792900
  141.000000000       0.000892532       0.149564023	5.731900
  151.000000000       0.000713833       0.146816242	5.671860
  161.000000000       0.000579531       0.144197734	5.620460
  171.000000000       0.000476776       0.141702176	5.569060
  181.000000000       0.000396903       0.139323011	5.517660
  191.000000000       0.000333936       0.137053603	5.466260
  201.000000000       0.000283658       0.134887230	5.415860
  211.000000000       0.000243048       0.132817436	5.374460
  221.000000000       0.000209899       0.130837320	5.333060
  231.000000000       0.000182581       0.128940633	5.291660
  241.000000000       0.000159869       0.127121665	5.250260
  251.000000000       0.000140835       0.125375239	5.208860
  261.000000000       0.000124763       0.123696603	5.167460
  271.000000000       0.000111099       0.122081458	5.126060
  281.000000000       0.000099408       0.120525840	5.084660
  291.000000000       0.000089345       0.119026165	5.043260
  301.000000000       0.000080637       0.117579085	5.002760
  311.000000000       0.000073062       0.116181589	4.970360
  321.000000000       0.000066440       0.114831132	4.937960
  331.000000000       0.000060626       0.113525240	4.905560
  341.000000000       0.000055499       0.112261620	4.873160
  351.000000000       0.000050960       0.111038191	4.840760
  361.000000000       0.000046927       0.109852974	4.808360
  371.000000000       0.000043331       0.108704065	4.775960
  381.000000000       0.000040112       0.107589798	4.743560
  391.000000000       0.000037223       0.106508494	4.711160
  401.000000000       0.000034622       0.105458670	4.679350
  411.000000000       0.000032274       0.104438737	4.652850
  421.000000000       0.000030148       0.103447161	4.626350
  431.000000000       0.000028220       0.102482330	4.599850
  441.000000000       0.000026467       0.101542881	4.573350
  451.000000000       0.000024870       0.100627522	4.546850
  461.000000000       0.000023412       0.099735017	4.520350
  471.000000000       0.000022078       0.098864243	4.493850
  481.000000000       0.000020855       0.098014205	4.467350
  491.000000000       0.000019733       0.097183949	4.440850
  501.000000000       0.000018701       0.096372561	4.414545
  511.000000000       0.000017749       0.095579231	4.390000
  521.000000000       0.000016869       0.094803430	4.194000
  531.000000000       0.000016054       0.094044645	4.194000
  541.000000000       0.000015295       0.093302289	4.194000
  551.000000000       0.000014587       0.092575916	4.194000
  561.000000000       0.000013926       0.091865019	4.194000
  571.000000000       0.000013306       0.091169190	4.194000
  581.000000000       0.000012724       0.090487908	4.194000
  591.000000000       0.000012176       0.089820742	4.194000
  601.000000000       0.000011659       0.089167364	4.194000
  611.000000000       0.000011171       0.088527225	4.194000
  621.000000000       0.000010711       0.087899944	4.194000
  631.000000000       0.000010277       0.087285031	4.194000
  641.000000000       0.000009868       0.086682085	4.194000
