 5 0 2  0.0000000000000000e+00 1.200000e-01 -1.80816710e+00 -4.72205952e-02  3.11618030e-01  0  0  6  -1 
 5 1 2  1.9050825908758032e-06 1.200000e-01 -1.53644121e+00  9.12688375e-02  4.20108438e-02  0  0  6  -1 
 0 1 1  1.9052039074942989e-06 3.300404e-01 -4.71597147e+00 -1.67238450e+00  1.30005360e-01  0  1  6  -1 
 0 1 1  1.9052504664788560e-06 3.713301e-02 -4.05388355e+00 -5.15273809e-01 -2.83517659e-01  0  1  6  -1 
 0 1 0  1.9051773441616172e-06 1.697857e-01  9.48206484e-01  1.46630645e+00 -2.86133643e-02  0  1  6  -1 
 0 1 0  1.9066320061406360e-06 1.727304e-01  1.87741268e+00  4.50650520e+01  2.70102948e-01  0  1  4 445 
 1 1 0  1.9085152433479014e-06 1.684829e-01 -4.63907013e+01  1.58476896e+01  2.28112578e+00  0  1  4 605 
 5 2 2  1.0812219398129548e-05 1.200000e-01 -1.93866682e+00  3.00448775e-01  3.61998677e-01  0  0  6  -1 
 0 2 1  1.0812225820108654e-05 1.503452e-01 -2.10465550e+00  2.14155406e-01  4.07468587e-01  0  1  6  -1 
 0 2 1  1.0812409705983574e-05 9.802653e-02 -6.97407293e+00  2.72695279e+00  1.01174009e+00  0  1  6  -1 
 1 2 1  1.0813847650079164e-05 2.626271e-01 -8.29139900e+00  4.56472092e+01 -2.79053020e+00  0  1  4 474 
 0 2 0  1.0813903050597665e-05 2.750118e-01  4.14523354e+01  2.31874084e+01 -1.15164042e+01  0  0  4 302 
 0 2 0  1.0813911955433076e-05 2.968361e-02  4.13158302e+01  2.33971252e+01 -1.14233828e+01  0  0  4 312 
 1 2 0  1.0813920107352754e-05 2.063035e-01  4.13084030e+01  2.36336098e+01 -1.14845858e+01  0  0  4 312 
 5 3 2  2.0160198437773304e-05 1.200000e-01 -1.80361402e+00 -4.10564989e-01  1.13822855e-02  0  0  6  -1 
 5 4 2  3.3621476022572728e-05 1.200000e-01 -1.97663808e+00 -4.01380062e-02  4.81549144e-01  0  0  6  -1 
 5 5 2  3.6767452470747653e-05 1.200000e-01 -1.97301507e+00  4.10176843e-01 -1.44550532e-01  0  0  6  -1 
 5 6 2  4.3408969352135881e-05 1.200000e-01 -1.91329062e+00  3.29847723e-01  2.00948179e-01  0  0  6  -1 
 0 6 1  4.3408983846755897e-05 1.668955e-01 -2.32980847e+00  2.91383922e-01  8.32346082e-02  0  1  6  -1 
 0 6 1  4.3409033078199336e-05 1.389833e-01 -3.10069060e+00  1.46259260e+00 -3.77585709e-01  0  1  6  -1 
 0 6 0  4.3410640287906983e-05 3.172445e-01  4.60539627e+01  4.97287273e+00  1.38732958e+01  0  0  4 268 
 1 6 0  4.3410646547937367e-05 1.937544e-01  4.59144821e+01  5.09814119e+00  1.38818588e+01  0  0  4 268 
 5 7 2  5.5051642009250740e-05 1.200000e-01 -1.76447654e+00 -4.34250593e-01  2.74747591e-02  0  0  6  -1 
 0 7 1  5.5051822148600967e-05 3.217538e-01 -6.78556633e+00 -2.02527475e+00 -1.16503263e+00  0  1  6  -1 
 0 7 1  5.5051833804883494e-05 6.761961e-02 -6.61652279e+00 -1.71965051e+00 -1.17648053e+00  0  1  6  -1 
 1 7 1  5.5053122140501546e-05 1.216255e-01 -4.50252342e+01 -2.46011281e+00  2.82156038e+00  0  1  4 655 
 0 7 0  5.5051665015403258e-05 2.276085e-01 -1.12420070e+00 -2.28498489e-01  1.80474132e-01  0  1  6  -1 
 0 7 0  5.5051691960074470e-05 2.458706e-02 -1.25283504e+00  5.35981119e-01  4.07485455e-01  0  1  6  -1 
 0 7 0  5.5051732794332916e-05 1.055633e-01 -1.20450974e+00  1.71394277e+00  7.78063238e-02  0  1  6  -1 
 0 7 0  5.5051775879404655e-05 5.444584e-02 -9.98142302e-01  1.57680154e+00  1.34547544e+00  0  1  6  -1 
 0 7 0  5.5051913835448528e-05 2.664836e-02 -1.75716519e+00  4.17694378e+00 -1.77992630e+00  0  1  6  -1 
 0 7 0  5.5051936621483333e-05 1.579896e-02 -1.49934638e+00  3.98888516e+00 -1.17593944e+00  0  1  6  -1 
 5 8 2  5.8823983252799414e-05 1.200000e-01 -1.63122189e+00 -6.67773932e-02 -5.43802716e-02  0  0  6  -1 
 0 8 1  5.8824051131868038e-05 9.646635e-03 -3.50817490e+00 -2.06412598e-01  7.19328284e-01  0  1  6  -1 
 0 8 1  5.8825582988895312e-05 2.594717e-01 -4.58145714e+01  5.63264847e+00  1.76036510e+01  0  1  4 639 
 1 8 1  5.8825599205691894e-05 2.418806e-01 -4.57549629e+01  6.09606314e+00  1.74692936e+01  0  1  4 639 
 0 8 0  5.8824163437070875e-05 1.054035e-01  3.35279322e+00  3.16786885e-01 -2.10176659e+00  0  1  6  -1 
 1 8 0  5.8825641138762794e-05 4.055954e-01  3.17795639e+01  3.23583336e+01 -1.34058266e+01  0  1  4 351 
 5 9 2  6.0326832096287142e-05 1.200000e-01 -2.03209758e+00 -3.99435997e-01 -2.72900939e-01  0  0  6  -1 
 0 9 1  6.0326977175021175e-05 2.521462e-01 -4.96543217e+00 -2.32406449e+00  2.29774213e+00  0  1  6  -1 
 0 9 1  6.0328468668826298e-05 9.212239e-02 -2.80192928e+01  3.57610893e+01  6.46543837e+00  0  1  4 536 
 0 9 1  6.0328471032710370e-05 1.410013e-02 -2.79606705e+01  3.57918015e+01  6.44009256e+00  0  1  4 536 
 1 9 1  6.0328472618579163e-05 1.526302e-01 -2.79381580e+01  3.58331146e+01  6.44692612e+00  0  1  4 536 
 5 10 2  6.2465311736287221e-05 1.200000e-01 -1.76204884e+00  1.66248381e-02  3.69194537e-01  0  0  6  -1 
 0 10 0  6.2465423741073445e-05 2.449450e-01  1.96114242e-01  1.66987777e-01 -2.35439444e+00  0  1  6  -1 
 5 11 2  7.0096349602140478e-05 1.200000e-01 -1.74758506e+00 -3.06451023e-01  1.36289010e-02  0  0  6  -1 
 0 11 0  7.0096447019479769e-05 2.876886e-01  1.09550357e+00  8.63008872e-02 -5.26652098e-01  0  1  6  -1 
 0 11 0  7.0096469865224881e-05 1.035601e-01  8.99228692e-01  6.00179970e-01 -1.18620254e-01  0  1  6  -1 
 5 12 2  7.7035945692282903e-05 1.200000e-01 -1.76906431e+00 -3.57066244e-01  1.44389078e-01  0  0  6  -1 
 0 12 1  7.7036063857082219e-05 3.237342e-01 -4.40812063e+00 -1.94921494e+00 -1.60194707e+00  0  1  6  -1 
 0 12 1  7.7037760156465512e-05 4.492183e-02  1.47529907e+01  4.50348396e+01  1.78287113e+00  0  1  4 405 
 1 12 1  7.7037762225970019e-05 1.423429e-01  1.47026720e+01  4.50630379e+01  1.80572021e+00  0  1  4 405 
 5 13 2  9.5149685367927199e-05 1.200000e-01 -1.81306565e+00 -3.72115403e-01  2.66356289e-01  0  0  6  -1 
 0 13 1  9.5149694815385938e-05 6.796449e-02 -2.02227068e+00 -4.49547708e-01  9.18415785e-02  0  1  6  -1 
 0 13 1  9.5149773844948929e-05 2.785971e-01 -3.50519514e+00  1.55328676e-01 -1.65412235e+00  0  1  6  -1 
 0 13 1  9.5149896329388038e-05 2.274520e-02 -7.90039003e-01  2.21592754e-01  8.17123353e-01  0  1  6  -1 
 0 13 0  9.5149712795946216e-05 2.250788e-01 -1.20562649e+00 -1.47418678e-01  7.72971630e-01  0  1  6  -1 
 0 13 0  9.5149761837166004e-05 1.267931e-01 -1.57915699e+00  1.23240638e+00  1.11662972e+00  0  1  6  -1 
 5 14 2  9.6047059031685502e-05 1.200000e-01 -1.89973009e+00 -2.18366429e-01 -3.35917532e-01  0  0  6  -1 
 5 15 2  9.7043835307287029e-05 1.200000e-01 -1.89647508e+00  4.72035497e-01  4.99677323e-02  0  0  6  -1 
 0 15 1  9.7043945194150337e-05 3.043028e-01 -3.53523707e+00 -6.04702115e-01  2.69716883e+00  0  1  6  -1 
 0 15 1  9.7045493795994806e-05 3.217379e-02 -8.06518555e-01  4.52159500e+01 -4.25893831e+00  0  1  4 453 
 1 15 1  9.7045530934707173e-05 1.745223e-01 -8.72287214e-01  4.59592667e+01 -3.43262267e+00  0  1  4 454 
 5 16 2  1.0451851422484785e-04 1.200000e-01 -1.86957979e+00 -2.96857476e-01  3.23514789e-01  0  0  6  -1 
 5 17 2  1.1724927125985051e-04 1.200000e-01 -1.82746077e+00  2.47409716e-01  3.68434936e-01  0  0  6  -1 
 0 17 1  1.1724935921999265e-04 7.631091e-02 -3.07104230e+00 -6.23109341e-01  2.52467203e+00  0  1  6  -1 
 0 17 1  1.1724939111218069e-04 2.701782e-01 -3.64509511e+00 -3.88410181e-01  3.25234914e+00  0  1  6  -1 
 0 17 1  1.1724951128697966e-04 5.166898e-02 -1.91052318e+00 -6.54745847e-02  1.11206181e-01  0  1  6  -1 
 0 17 1  1.1724952215211979e-04 2.058953e-02 -1.91365683e+00  2.03497976e-01  2.94899225e-01  0  1  6  -1 
 0 17 1  1.1724953699785143e-04 1.877295e-02 -2.10312271e+00  4.25147623e-01 -4.13386412e-02  0  1  6  -1 
 0 17 1  1.1724961036576405e-04 1.254840e-02 -5.53360701e-01  1.55291212e+00  1.03766525e+00  0  1  6  -1 
 0 17 1  1.1724979050626948e-04 9.065489e-03 -5.34597254e+00  4.00355434e+00  6.01349175e-01  0  1  6  -1 
 0 17 1  1.1724986628624550e-04 7.901300e-03 -3.54865932e+00  5.01651621e+00 -3.49844694e-01  0  1  6  -1 
 5 18 2  1.1930984055866069e-04 1.200000e-01 -1.80475187e+00 -8.08893740e-02 -3.43877703e-01  0  0  6  -1 
 0 18 0  1.1930990323078475e-04 1.453127e-02  2.64165569e-02 -7.38790035e-02 -7.64471531e-01  0  1  6  -1 
 1 18 0  1.1931147778753662e-04 4.964676e-01  4.50878296e+01  1.12601366e+01 -9.08487511e+00  0  1  4 282 
 5 19 2  1.2050503863784234e-04 1.200000e-01 -1.82779706e+00  4.47901160e-01 -1.10884361e-01  0  0  6  -1 
 0 19 1  1.2050519097001930e-04 1.496145e-02 -6.26382256e+00 -5.57112515e-01 -5.19935966e-01  0  1  6  -1 
 0 19 1  1.2050650683519040e-04 2.190424e-01 -4.52680321e+01  1.41070515e-01 -6.38336563e+00  0  1  4 643 
 1 19 1  1.2050652221605413e-04 2.769951e-01 -4.53232727e+01  5.71327865e-01 -6.53971863e+00  0  1  4 643 
 1 19 0  1.2050667536355626e-04 5.109989e-01  4.58508339e+01  1.11840086e+01  4.26328945e+00  0  0  4 286 
 5 20 2  1.4433665705168434e-04 1.200000e-01 -1.70515800e+00 -1.77790262e-02  2.32207943e-02  0  0  6  -1 
 0 20 1  1.4433666397860179e-04 6.106992e-02 -1.77107131e+00 -5.79878204e-02  2.15997636e-01  0  1  6  -1 
 0 20 1  1.4433672101056195e-04 1.905810e-02 -2.70824718e+00  3.77329469e-01  1.57817662e+00  0  1  6  -1 
 5 21 2  1.5469819087016517e-04 1.200000e-01 -1.91818821e+00 -4.92046058e-01  2.92544458e-02  0  0  6  -1 
 0 21 1  1.5469976444184070e-04 1.357782e-01 -3.84576225e+01 -2.53150253e+01 -1.65273800e+01  0  0  4 720 
 1 21 1  1.5469976754373043e-04 3.752207e-01 -3.85308418e+01 -2.52867565e+01 -1.65772552e+01  0  0  4 720 
 5 22 2  1.5781636773035736e-04 1.200000e-01 -1.81265318e+00  2.11013034e-01  1.74189657e-01  0  0  6  -1 
 0 22 1  1.5781790169964451e-04 3.068807e-01 -4.64178123e+01 -7.56287622e+00  8.22235489e+00  0  0  4 677 
 0 22 1  1.5781793572176899e-04 4.762246e-02 -4.61167297e+01 -6.68008089e+00  7.80963802e+00  0  0  4 676 
 1 22 1  1.5781793670771935e-04 1.564957e-01 -4.61193237e+01 -6.66069889e+00  7.83180285e+00  0  0  4 676 
 0 22 0  1.5781643721883229e-04 3.390080e-01  2.09034115e-01  5.53174317e-01 -1.93884239e-01  0  1  6  -1 
 1 22 0  1.5781799714461675e-04 1.719909e-01 -4.51330681e+01  3.78455520e+00  1.07903986e+01  0  1  4 637 
 5 23 2  1.5911772416697618e-04 1.200000e-01 -1.81081235e+00  2.70903170e-01  6.91861510e-02  0  0  6  -1 
 0 23 1  1.5911788090797123e-04 2.661245e-01 -5.38961220e+00 -1.92386568e+00 -2.04163480e+00  0  1  6  -1 
 0 23 0  1.5911774205846184e-04 8.589223e-02 -1.40193570e+00  5.20918429e-01  3.10035706e-01  0  1  6  -1 
 5 24 2  1.6010599071990822e-04 1.200000e-01 -2.01399422e+00 -3.67086589e-01 -3.06270480e-01  0  0  6  -1 
 0 24 1  1.6010602601382114e-04 8.336857e-02 -2.65835309e+00 -7.98372388e-01 -1.02622736e+00  0  1  6  -1 
 0 24 1  1.6010614236643171e-04 2.480365e-01 -4.26495123e+00 -2.12274507e-01 -4.06639433e+00  0  1  6  -1 
 5 25 2  1.6587693938782328e-04 1.200000e-01 -1.75332892e+00  8.19645524e-02  6.33223131e-02  0  0  6  -1 
 5 26 2  1.7608896871356214e-04 1.200000e-01 -1.81390750e+00 -2.83844680e-01 -1.70448393e-01  0  0  6  -1 
 0 26 1  1.7609052580656770e-04 3.212310e-01 -4.34390411e+01 -2.11055126e+01 -3.75836968e+00  0  0  4 704 
 0 26 1  1.7609053002421102e-04 1.323226e-02 -4.33925438e+01 -2.09951134e+01 -3.79883647e+00  0  0  4 704 
 1 26 1  1.7609053141032634e-04 1.765356e-01 -4.33876495e+01 -2.09552612e+01 -3.78812599e+00  0  0  4 704 
 5 27 2  1.7667057105212402e-04 1.200000e-01 -1.63458347e+00  6.45391718e-02 -2.46402577e-01  0  0  6  -1 
 5 28 2  1.8045758389014589e-04 1.200000e-01 -1.69366992e+00  1.63562298e-01 -1.14317417e-01  0  0  6  -1 
 0 28 1  1.8045768621219855e-04 2.556315e-01 -3.44680524e+00  1.27571478e-01 -2.63126230e+00  0  1  6  -1 
 5 29 2  1.8137305727471489e-04 1.200000e-01 -1.81522822e+00  3.46361458e-01  1.85065135e-01  0  0  6  -1 
 0 29 1  1.8137321196352163e-04 1.717007e-01 -4.99690247e+00 -4.79996383e-01 -3.08602929e+00  0  1  6  -1 
 5 30 2  1.8381170325815639e-04 1.200000e-01 -1.79440546e+00 -2.22707912e-01 -5.82010783e-02  0  0  6  -1 
 0 30 0  1.8381185449523079e-04 2.544963e-01  2.14806128e+00  3.37106377e-01  2.10985780e+00  0  1  6  -1 
 0 30 0  1.8381187519383299e-04 7.919995e-02  1.92616010e+00  8.42743814e-01  2.39295888e+00  0  1  6  -1 
