75
   1.0000000000000000e+00   4.6800000000000000e+03   4.7400000000000003e-03   4.1974000000000000e+00
   1.1030000000000000e+00   3.8100000000000000e+03   5.5700000000000003e-03   4.2234110141176471e+00
   1.2170000000000001e+00   3.6600000000000000e+03   6.5399999999999998e-03   4.2521999035294122e+00
   1.2170000000000001e+00   3.6600000000000000e+03   6.5399999999999998e-03   4.2521999035294122e+00
   1.2170000000000001e+00   3.6600000000000000e+03   6.5399999999999998e-03   4.2521999035294122e+00
   1.2320000000000000e+00   3.6400000000000000e+03   6.6699999999999997e-03   4.2559879152941180e+00
   1.2480000000000000e+00   3.9200000000000000e+03   6.8100000000000001e-03   4.2600284611764705e+00
   1.2480000000000000e+00   3.9200000000000000e+03   6.8100000000000001e-03   4.2600284611764705e+00
   1.2480000000000000e+00   3.9200000000000000e+03   6.8100000000000001e-03   4.2600284611764705e+00
   1.3280000000000001e+00   3.4900000000000000e+03   7.5199999999999998e-03   4.2802311905882355e+00
   1.4139999999999999e+00   3.1000000000000000e+03   8.3000000000000001e-03   4.3019491247058825e+00
   1.4139999999999999e+00   3.1000000000000000e+03   8.3000000000000001e-03   4.3019491247058825e+00
   1.5000000000000000e+00   2.8400000000000000e+03   9.0799999999999995e-03   4.3236670588235295e+00
   2.0000000000000000e+00   1.4800000000000000e+03   1.3700000000000000e-02   4.4499341176470590e+00
   2.5799999999999996e+00   1.4900000000000000e+03   1.9000000000000000e-02   4.5964039058823527e+00
   2.5799999999999996e+00   1.4900000000000000e+03   1.9000000000000000e-02   4.5964039058823527e+00
   2.5799999999999996e+00   1.4900000000000000e+03   1.9000000000000000e-02   4.5964039058823527e+00
   2.6330000000000000e+00   1.5000000000000000e+03   1.9500000000000000e-02   4.6097882141176472e+00
   2.6879999999999997e+00   1.9900000000000000e+03   2.0000000000000000e-02   4.6236775905882350e+00
   2.6879999999999997e+00   1.9900000000000000e+03   2.0000000000000000e-02   4.6236775905882350e+00
   2.6879999999999997e+00   1.9900000000000000e+03   2.0000000000000000e-02   4.6236775905882350e+00
   3.0000000000000000e+00   1.5700000000000000e+03   2.2700000000000001e-02   4.7024682352941181e+00
   3.1770000000000000e+00   1.5400000000000000e+03   2.4199999999999999e-02   4.7471667741176473e+00
   3.1770000000000000e+00   1.5400000000000000e+03   2.4199999999999999e-02   4.7471667741176473e+00
   3.1770000000000000e+00   1.5400000000000000e+03   2.4199999999999999e-02   4.7471667741176473e+00
   3.4270000000000000e+00   1.2800000000000000e+03   2.6300000000000000e-02   4.8103003035294121e+00
   3.6960000000000002e+00   1.0600000000000000e+03   2.8400000000000002e-02   4.8782319811764712e+00
   3.6960000000000002e+00   1.0600000000000000e+03   2.8400000000000002e-02   4.8782319811764712e+00
   3.6960000000000002e+00   1.0600000000000000e+03   2.8400000000000002e-02   4.8782319811764712e+00
   3.8449999999999998e+00   1.0100000000000000e+03   2.9499999999999998e-02   4.9158595647058823e+00
   3.9990000000000001e+00   9.2000000000000000e+02   3.0700000000000002e-02   4.9547498188235295e+00
   3.9990000000000001e+00   9.2000000000000000e+02   3.0700000000000002e-02   4.9547498188235295e+00
   3.9990000000000001e+00   9.2000000000000000e+02   3.0700000000000002e-02   4.9547498188235295e+00
   4.0000000000000000e+00   9.5600000000000000e+02   3.0800000000000001e-02   4.9550023529411762e+00
   5.0000000000000000e+00   5.5300000000000000e+02   3.7800000000000000e-02   5.2075364705882352e+00
   6.0000000000000000e+00   3.5100000000000000e+02   4.3999999999999997e-02   5.4600705882352942e+00
   8.0000000000000000e+00   1.6900000000000000e+02   5.4500000000000000e-02   5.9651388235294114e+00
   1.0000000000000000e+01   9.4900000000000006e+01   6.2899999999999998e-02   6.4702070588235294e+00
   1.1100000000000000e+01   7.2299999999999997e+01   6.6900000000000001e-02   6.7217372941176476e+00
   1.1100000000000000e+01   7.2299999999999997e+01   6.6900000000000001e-02   6.7217372941176476e+00
   1.1100000000000000e+01   7.2299999999999997e+01   6.6900000000000001e-02   6.7217372941176476e+00
   1.2210000000000001e+01   7.9799999999999997e+01   7.0400000000000004e-02   6.7105942000000001e+00
   1.3420000000000000e+01   1.2400000000000000e+02   7.3899999999999993e-02   6.6984472235294117e+00
   1.3420000000000000e+01   1.2400000000000000e+02   7.3899999999999993e-02   6.6984472235294117e+00
