97
1.00000000e+00 3.67000000e+03 4.34000000e-03 4.19740000e+00
1.25000000e+00 2.35000000e+03 5.92000000e-03 4.26053353e+00
1.50000000e+00 1.63000000e+03 7.51000000e-03 4.32366706e+00
1.65500000e+00 1.33000000e+03 8.46000000e-03 4.36280985e+00
1.80900000e+00 1.10000000e+03 9.38000000e-03 4.40170010e+00
1.80900000e+00 1.10000000e+03 9.38000000e-03 4.40170010e+00
1.82500000e+00 1.60000000e+03 9.48000000e-03 4.40574065e+00
1.84000000e+00 1.93000000e+03 9.57000000e-03 4.40952866e+00
1.85600000e+00 2.35000000e+03 9.66000000e-03 4.41356920e+00
1.87200000e+00 3.11000000e+03 9.76000000e-03 4.41760975e+00
1.87200000e+00 3.11000000e+03 9.76000000e-03 4.41760975e+00
1.87200000e+00 3.11000000e+03 9.76000000e-03 4.41760975e+00
1.93600000e+00 3.50000000e+03 1.01000000e-02 4.43377193e+00
2.00000000e+00 3.91000000e+03 1.05000000e-02 4.44993412e+00
2.14000000e+00 3.30000000e+03 1.14000000e-02 4.48528889e+00
2.28100000e+00 3.27000000e+03 1.22000000e-02 4.52089620e+00
2.28100000e+00 3.27000000e+03 1.22000000e-02 4.52089620e+00
2.28100000e+00 3.27000000e+03 1.22000000e-02 4.52089620e+00
2.35200000e+00 3.03000000e+03 1.26000000e-02 4.53882613e+00
2.42300000e+00 2.82000000e+03 1.30000000e-02 4.55675605e+00
2.49900000e+00 2.62000000e+03 1.34000000e-02 4.57594864e+00
2.57500000e+00 2.59000000e+03 1.39000000e-02 4.59514124e+00
2.57500000e+00 2.59000000e+03 1.39000000e-02 4.59514124e+00
2.57500000e+00 2.59000000e+03 1.39000000e-02 4.59514124e+00
2.63400000e+00 2.46000000e+03 1.42000000e-02 4.61004075e+00
2.69400000e+00 2.33000000e+03 1.46000000e-02 4.62519280e+00
2.75700000e+00 2.21000000e+03 1.49000000e-02 4.64110244e+00
2.82000000e+00 2.18000000e+03 1.53000000e-02 4.65701209e+00
2.82000000e+00 2.18000000e+03 1.53000000e-02 4.65701209e+00
2.82000000e+00 2.18000000e+03 1.53000000e-02 4.65701209e+00
2.91000000e+00 2.03000000e+03 1.58000000e-02 4.67974016e+00
3.00000000e+00 1.89000000e+03 1.63000000e-02 4.70246824e+00
3.50000000e+00 1.31000000e+03 1.91000000e-02 4.82873529e+00
4.00000000e+00 9.48000000e+02 2.19000000e-02 4.95500235e+00
4.50000000e+00 7.08000000e+02 2.45000000e-02 5.08126941e+00
5.00000000e+00 5.46000000e+02 2.71000000e-02 5.20753647e+00
5.50000000e+00 4.29000000e+02 2.96000000e-02 5.33380353e+00
6.00000000e+00 3.45000000e+02 3.20000000e-02 5.46007059e+00
7.00000000e+00 2.32000000e+02 3.66000000e-02 5.71260471e+00
8.00000000e+00 1.65000000e+02 4.07000000e-02 5.96513882e+00
9.00000000e+00 1.22000000e+02 4.44000000e-02 6.21767294e+00
1.00000000e+01 9.24000000e+01 4.79000000e-02 6.47020706e+00
1.01000000e+01 9.00000000e+01 4.83000000e-02 6.49546047e+00
1.02100000e+01 2.29000000e+02 4.86000000e-02 6.52323922e+00
1.02100000e+01 2.29000000e+02 4.86000000e-02 6.52323922e+00
1.02100000e+01 2.29000000e+02 4.86000000e-02 6.52323922e+00
1.05300000e+01 2.11000000e+02 4.97000000e-02 6.60405014e+00
1.08500000e+01 1.95000000e+02 5.07000000e-02 6.68486106e+00
1.12000000e+01 1.79000000e+02 5.18000000e-02 6.72073341e+00
1.15400000e+01 1.65000000e+02 5.28000000e-02 6.71732021e+00
1.15400000e+01 1.65000000e+02 5.28000000e-02 6.71732021e+00
1.16800000e+01 2.21000000e+02 5.32000000e-02 6.71591478e+00
1.18200000e+01 2.15000000e+02 5.36000000e-02 6.71450934e+00
1.19600000e+01 2.09000000e+02 5.40000000e-02 6.71310391e+00
1.21000000e+01 2.34000000e+02 5.44000000e-02 6.71169847e+00
1.21000000e+01 2.34000000e+02 5.44000000e-02 6.71169847e+00
1.21000000e+01 2.34000000e+02 5.44000000e-02 6.71169847e+00
1.35500000e+01 1.76000000e+02 5.83000000e-02 6.69714218e+00
1.50000000e+01 1.36000000e+02 6.20000000e-02 6.68258588e+00
1.75000000e+01 9.05000000e+01 6.76000000e-02 6.65748882e+00
2.00000000e+01 6.36000000e+01 7.25000000e-02 6.63239176e+00
2.50000000e+01 3.50000000e+01 8.04000000e-02 6.58483529e+00
3.00000000e+01 2.14000000e+01 8.64000000e-02 6.53793824e+00
3.50000000e+01 1.41000000e+01 9.09000000e-02 6.49332824e+00
4.00000000e+01 9.78000000e+00 9.43000000e-02 6.44929000e+00
4.50000000e+01 7.07000000e+00 9.68000000e-02 6.40679059e+00
5.00000000e+01 5.29000000e+00 9.86000000e-02 6.36467588e+00
5.50000000e+01 4.06000000e+00 1.00000000e-01 6.32373294e+00
6.00000000e+01 3.19000000e+00 1.01000000e-01 6.28308294e+00
6.16500000e+01 2.96000000e+00 1.01000000e-01 6.25399788e+00
6.33000000e+01 2.75000000e+00 1.01000000e-01 6.20080428e+00
6.64100000e+01 2.41000000e+00 1.02000000e-01 6.09832934e+00
6.95300000e+01 1.08000000e+01 1.02000000e-01 6.07052708e+00
6.95300000e+01 1.08000000e+01 1.02000000e-01 6.07052708e+00
6.95300000e+01 1.08000000e+01 1.02000000e-01 6.07052708e+00
7.47600000e+01 8.90000000e+00 1.02000000e-01 6.03183395e+00
8.00000000e+01 7.44000000e+00 1.03000000e-01 5.99616574e+00
9.00000000e+01 5.47000000e+00 1.02000000e-01 5.93477912e+00
1.00000000e+02 4.15000000e+00 1.02000000e-01 5.87494500e+00
1.25000000e+02 2.29000000e+00 1.00000000e-01 5.72558471e+00
1.50000000e+02 1.40000000e+00 9.74000000e-02 5.59208418e+00
1.75000000e+02 9.18000000e-01 9.46000000e-02 5.46622976e+00
